entity,time,PCA0,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8
Valley of Oaxaca,-500,3.797646295,0.42767197,0.191711728,-1.201414604,-0.668344031,-0.185461015,0.483993369,-0.164052084,0.076808053
Valley of Oaxaca,-400,3.668951289,0.570935026,0.167141596,-1.159767365,-0.854967773,-0.101940957,0.659061353,0.015593295,0.081776449
Valley of Oaxaca,-300,2.452605946,0.884335064,-1.037098193,-0.399391668,0.391133101,-0.48204844,0.838534009,-0.148828437,0.026265227
Valley of Oaxaca,-100,2.406275547,1.518556179,-0.82645665,-0.204275457,0.126599828,-0.44125179,0.445529228,0.223898132,-0.109044165
Valley of Oaxaca,200,2.132772632,1.743475795,-0.395109023,-0.550523602,-0.196366044,-0.302887911,0.608345382,-0.411359294,-0.101723325
Valley of Oaxaca,500,2.18289178,0.656652605,-0.430813118,-0.576902293,0.018502031,-1.017518226,1.303324116,0.536192616,0.353537889
Valley of Oaxaca,700,1.990027126,0.984538716,-0.181860776,-0.867994691,0.443696011,-0.84042923,1.143772085,0.750746628,0.433025532
Valley of Oaxaca,900,2.497480111,0.545814329,-0.917376178,-0.778993359,0.115219463,-1.133032023,1.313309641,0.223980592,0.305839464
Valley of Oaxaca,1000,2.481406819,0.558618206,-0.91670306,-0.774794464,0.108586531,-1.157511236,1.293905891,0.224609983,0.311745232
Yemeni Coastal Plain,1700,-0.052119996,-0.764777036,1.120599409,-0.220610616,0.100636777,-0.480081485,0.836916199,-0.878148642,-0.627477256
Yemeni Coastal Plain,1900,0.94796262,-0.841658147,0.713451523,-0.954016974,0.111537114,-0.627482506,0.105064331,1.155744199,-0.098654444
